ID;UM_NAMES
1234;Пионерская ул.
1235;Б. Пионерская ул.
1236;М. Пионерская ул.
1237;М. Патриарший пер.
1238;Б. Пироговская ул.
1239;М. Пироговская ул.
1240;Борисоглебский пер.
1241;Писцовая ул.
1242;Плавский пр.
1243;Планерная ул.
1244;Планетная ул.
1245;Платовская ул.
1246;Плетешковский пер.
1247;ул. Плеханова
1248;ул. Плещеева
1249;Плотинная ул.
1250;Плотников пер.
1251;ул. Плющева
1252;ул. Плющиха
1253;пл. Победы
1254;Погодинская ул.
1255;Погонный пр.
1256;Погорельский пер.
1257;Ивантеевская ул.
1258;1-й пр. Подбельского
1259;3-й пр. Подбельского
1260;4-й пр. Подбельского
1261;5-й пр. Подбельского
1262;6-й пр. Подбельского
1263;7-й пр. Подбельского
1264;ул. Подвойского
1265;Подгорская наб.
1266;Подколокольный пер.
1267;Подкопаевский пер.
1268;Подмосковная ул.
1269;1-й Подольский пер.
1270;Подольская ул.
1271;Подольское ш.
1272;1-я Подрезковская ул.
1273;2-я Подрезковская ул.
1274;3-я Подрезковская ул.
1275;Подсосенский пер.
1276;Подушкинский пер.
1277;Подъёмная ул.
1278;Подъёмный пер.
1279;Поклонная ул.
1280;пл. Покровские Ворота
1281;Покровский бульв.
1282;Покровская ул.
1283;2-я Покровская ул.
1284;ул. Покрышкина
1285;ул. Лётчика Полагушина
1286;ул. Полбина
1287;Полевой пер.
1288;Полевая ул.
1289;Полевая ул.
1290;1-й Полевой пер.
1291;2-й Полевой пер.
1292;4-й Полевой пер.
1293;ул. Поленова
1294;Полесский пр.
1295;ул. Фёдора Полетаева
1296;ул. Марии Поливановой
1297;ул. Поликарпова
1298;Полимерная ул.
1299;Политехнический пр.
1300;Полковая ул.
1301;ул. Полосухина
1302;Полоцкая ул.
1303;Полтавская ул.
1304;ул. Маршала Полубоярова
1305;Полуярославская наб.
1306;Б. Полуярославский пер.
1307;М. Полуярославский пер.
1308;ул. Б. Полянка
1309;ул. М. Полянка
1310;ул. Поляны
1311;Полянский пер.
1312;2-й Полянский пер.
1313;Полярная ул.
1314;Полярный пр.
1315;Померанцев пер.
1316;Поморская ул.
1317;Поморский пр.
1318;ул. Академика Понтрягина
1319;Поперечный просек
1320;1-й Поперечный пр.
1321;2-й Поперечный пр.
1322;Попов пр.
1323;Попутная ул.
1324;ул. Маши Порываевой
1325;Порядковый пер.
1326;Поселковая ул.
1327;Посланников пер.
1328;Последний пер.
1329;Потаповский пер.
1330;Потешная ул.
1331;Походный пр.
1332;Б. Почтовая ул.
1333;М. Почтовая ул.
1334;ул. Правды
1335;Правобережная ул.
1336;Прасковьина ул.
1337;Верх. Предтеченский пер.
1338;М. Предтеченский пер.
1339;Преображенская наб.
1340;Преображенская пл.
1341;Преображенская ул.
1342;ул. Преображенский Вал
1343;Пресненская наб.
1344;ул. Пресненский Вал
1345;Пресненский пер.
1346;ул. Пржевальского
1347;Привольная ул.
1348;Привольный пр.
1349;Прибрежный пр.
1350;Приозёрная ул.
1351;ул. Приорова
1352;Причальный пр.
1353;Приречная ул.
1354;ул. Пришвина
1355;Приютский пер.
1356;1-я Прогонная ул.
1357;2-я Прогонная ул.
1358;Продольная аллея
1359;Продольный пр.
1360;пр.пр. № 1438
1361;пр.пр. № 3683
1362;пр.пр. № 3712
1363;пр.пр. № 5092
1364;Производственная ул.
1365;ул. Логвиненко
1366;Прокатная ул.
1367;пр.пр. № 1087
1368;пр.пр. № 210
1369;пр.пр. № 2236
1370;пр.пр. № 5265
1371;пр.пр. № 727
1372;Прокудинский пер.
1373;пр.пр. № 951
1374;пр.пр. № 4025
1375;Новокрюковская ул.
1376;ул. Андреевка
1377;ул. Полины Осипенко
1378;Пролетарский просп.
1379;аллея Пролетарского Входа
1380;пл. Проломная Застава
1381;пр. Завода Серп и Молот
1382;Промышленная ул.
1383;Промышленный пр.
1384;Пронская ул.
1385;Просвирин пер.
1386;ул. Просвещения
1387;Просторная ул.
1388;Проточный пер.
1389;Профсоюзная ул.
1390;Прохладная ул.
1391;ул. Проходчиков
1392;ул. Маршала Прошлякова
1393;ул. Пруд-Ключики
1394;Прудная ул.
1395;Прудный пер.
1396;Прудовая ул.
1397;Прудовой пр.
1398;1-я Прядильная ул.
1399;2-я Прядильная ул.
1400;3-я Прядильная ул.
1401;Андроньевская пл.
1402;ул. Прямикова
1403;Прямой пер.
1404;ул. Прянишникова
1405;Псковская ул.
1406;1-я Пугачёвская ул.
1407;2-я Пугачёвская ул.
1408;Пуговишников пер.
1409;ул. Пудовкина
1410;Пулковская ул.
1411;Путевой пр.
1412;Путейская ул.
1413;Путейский туп.
1414;Путилковское ш.
1415;М. Путинковский пер.
1416;Пушечная ул.
1417;ул. Пушкина
1418;Пушкинская наб.
1419;Пушкинская пл.
1420;ул. Б. Дмитровка
1421;Пыжёвский пер.
1422;ул. Пырьева
1423;Пыхов-Церковный пр.
1424;Пяловская ул.
1425;2-й Пятигорский пр.
1426;Манежная пл.
1427;ул. 50 лет Октября
1428;ул. Вторая Пятилетка
1429;Пятницкая ул.
1430;Пятницкий пер.
1431;Пятницкое ш.
1432;Рабочая ул.
1433;Рабфаковский пер.
1434;1-й Рабочий пер.
1435;Радарная ул.
1436;1-я Радиальная ул.
1437;3-я Радиальная ул.
1438;5-я Радиальная ул.
1439;6-я Радиальная ул.
1440;8-я Радиальная ул.
1441;9-я Радиальная ул.
1442;10-я Радиальная ул.
1443;11-я Радиальная ул.
1444;1-я Радиаторская ул.
1445;2-я Радиаторская ул.
1446;3-я Радиаторская ул.
1447;ул. Радио
1448;ул. Радиоцентр
1449;ул. Радио
1450;Верх. Радищевская ул.
1451;Нижн. Радищевская ул.
1452;Радужная ул.
1453;ул. Раевского
1454;ул. Варварка
1455;пл. Разгуляй
1456;Раздельная ул.
1457;бульв. Яна Райниса
1458;Ракетный бульв.
1459;ул. Раменки
1460;Раменский бульв.
1461;пл. Расковой
1462;ул. Расковой
1463;пер. Расковой
1464;ул. Расплетина
1465;Рассветная аллея
1466;Рассказовская ул.
1467;Расторгуевский пер.
1468;Ратная ул.
1469;Раушская наб.
1470;1-й Раушский пер.
1471;2-й Раушский пер.
1472;Рахмановский пер.
1473;ул. Ращупкина
1474;пл. Революции
1475;Резервный пр.
1476;1-я Рейсовая ул.
1477;2-я Рейсовая ул.
1478;3-я Рейсовая ул.
1479;Ремесленная ул.
1480;ул. Ремизова
1481;Болотная пл.
1482;Реутовская ул.
1483;ул. Речников
1484;Речной пр.
1485;М. Ржевский пер.
1486;Б. Ржевский пер.
1487;Рижская пл.
1488;1-й Рижский пер.
1489;Рижский пр.
1490;ул. Римского-Корсакова
1491;Ровная ул.
1492;Рогачёвский пер.
1493;ул. Рогова
1494;ул. Рогожский Вал
1495;Б. Рогожский пер.
1496;М. Рогожский пер.
1497;ул. Рогожский Посёлок
1498;Родионовская ул.
1499;Родниковая ул.
1500;Рождественская ул.
1501;Рождественский бульв.
1502;ул. Розанова
1503;бульв. Маршала Рокоссовского
1504;ул. Рокотова
1505;пл. Ромена Роллана
1506;ул. Петра Романова
1507;1-я ул. Рославка
1508;2-я ул. Рославка
1509;ул. Рословка
1510;ул. Россолимо
1511;Россошанская ул.
1512;Россошанский пр.
1513;Ростовская наб.
1514;2-й Ростовский пер.
1515;4-й Ростовский пер.
1516;6-й Ростовский пер.
1517;7-й Ростовский пер.
1518;Ростокинская ул.
1519;Ростокинский пр.
1520;ул. Ротерта
1521;Рочдельская ул.
1522;2-я Рощинская ул.
1523;3-я Рощинская ул.
1524;1-й Рощинский пр.
1525;2-й Рощинский пр.
1526;4-й Рощинский пр.
1527;5-й Рощинский пр.
1528;6-й Рощинский пр.
1529;Рубежный пр.
1530;Рублёво-Успенское ш.
1531;Рублёвская ул.
1532;Рублёвское ш.
1533;Рубцов пер.
1534;Рубцовская наб.
1535;Рубцовско-Дворцовая ул.
1536;ул. Адмирала Руднева
1537;ул. Рудневой
1538;ул. Руднёвка
1539;Ружейный пер.
1540;Рузская ул.
1541;Руновский пер.
1542;Русаковская наб.
1543;Русаковская ул.
1544;пр. Русанова
1545;ул. Руставели
1546;ул. Маршала Рыбалко
1547;1-я Рыбинская ул.
1548;2-я Рыбинская ул.
1549;3-я Рыбинская ул.
1550;Рыбинский пер.
1551;Рыбников пер.
1552;Рыбный пер.
1553;Гагаринский пер.
1554;ул. Генерала Рычагова
1555;Рюмин пер.
1556;Рябиновая ул.
1557;Ряжская ул.
1558;Рязанский пер.
1559;Рязанский пр.
1560;Рязанский просп.
1561;Саввинская наб.
1562;Б. Саввинский пер.
1563;М. Саввинский пер.
1564;Савёлкинский пр.
1565;Савёловская линия
1566;Савёловский пр.
1567;пл. Савёловского Вокзала
1568;ул. Савельева
1569;ул. Маршала Савицкого
1570;Пожарский пер.
1571;ул. Саврасова
1572;Садовая ул.
1573;Б. Садовая ул.
1574;Садовая-Каретная ул.
1575;Садовая-Кудринская ул.
1576;Садовая-Самотёчная ул.
1577;Садовая-Спасская ул.
1578;Садовая-Сухаревская ул.
1579;Садовая-Триумфальная ул.
1580;Садовая-Черногрязская ул.
1581;ул. Садовая Слобода
1582;ул. Садовники
1583;Садовническая наб.
1584;Садовнический пер.
1585;Садовнический пр.
1586;Садово-Крестьянская ул.
1587;Мамоновский пер.
1588;Садовый туп.
1589;1-я ул. Новые Сады
1590;2-я ул. Новые Сады
1591;3-я ул. Новые Сады
1592;4-я ул. Новые Сады
1593;5-я ул. Новые Сады
1594;6-я ул. Новые Сады
1595;7-я ул. Новые Сады
1596;8-я ул. Новые Сады
1597;9-я ул. Новые Сады
1598;ул. Сайкина
1599;10-я ул. Новые Сады
1600;11-я ул. Новые Сады
1601;ул. Знаменские Садки
1602;Салтыковская ул.
1603;ул. Сальвадора Альенде
1604;ул. Саляма Адиля
1605;Самаринская ул.
1606;2-я Самаринская ул.
1607;Самаркандский бульв.
1608;Самарская ул.
1609;Самокатная ул.
1610;Самотёчная пл.
1611;Самотёчная ул.
1612;1-й Самотёчный пер.
1613;2-й Самотёчный пер.
1614;3-й Самотёчный пер.
1615;4-й Самотёчный пер.
1616;ул. Санникова
1617;Сапёрный пр.
1618;Ветошный пер.
1619;Санаторная аллея
1620;Саранская ул.
1621;Саратовская ул.
1622;1-й Саратовский пр.
1623;2-й Саратовский пр.
1624;Саринский пр.
1625;Сафоновская ул.
1626;Сахалинская ул.
1627;просп. Академика Сахарова
1628;Саянская ул.
1629;Театральная пл.
1630;Сверчков пер.
1631;ул. Светланова
1632;Светлогорский пр.
1633;Светлый пр.
1634;ул. Алексея Свиридова
1635;пл. Свободной России
1636;Свободный просп.
1637;ул. Свободы
1638;ул. Связистов
1639;Святоозерская ул.
1640;Севанская ул.
1641;Севастопольская пл.
1642;Севастопольский просп.
1643;Северный бульв.
1644;Северный пр.
1645;1-я Северная линия
1646;2-я Северная линия
1647;3-я Северная линия
1648;4-я Северная линия
1649;5-я Северная линия
1650;6-я Северная линия
1651;7-я Северная линия
1652;8-я Северная линия
1653;9-я Северная линия
1654;Северодвинская ул.
1655;1-я Северодонецкая ул.
1656;2-я Северодонецкая ул.
1657;ул. Анны Северьяновой
1658;Северянинский пр.
1659;ул. Седова
1660;Селезнёвская ул.
1661;Селивёрстов пер.
1662;Селигерская ул.
1663;Сельскохозяйственная ул.
1664;1-й Сельскохозяйственный пр.
1665;2-й Сельскохозяйственный пр.
1666;Б. Кисловский пер.
1667;ул. Академика Семёнова
1668;Семёновская наб.
1669;Семёновская пл.
1670;Б. Семёновская ул.
1671;М. Семёновская ул.
1672;ул. Семёновский Вал
1673;Семёновский пер.
1674;Семёновский пр.
1675;Семинарский туп.
1676;Сенежская ул.
1677;ул. Серафимовича
1678;Б. Сергиевский пер.
1679;М. Сергиевский пер.
1680;пр. Серебрякова
1681;Серебряническая наб.
1682;Серебрянический пер.
1683;Серебряный пер.
1684;Середниковская ул.
1685;ул. Серёгина
1686;Сержантская ул.
1687;Лубянский пр.
1688;ул. Серова
1689;Серпов пер.
1690;Б. Серпуховская ул.
1691;ул. Серпуховский Вал
1692;Серпуховский пер.
1693;пл. Серпуховская Застава
1694;Сеславинская ул.
1695;1-я Сестрорецкая ул.
1696;2-я Сестрорецкая ул.
1697;3-я Сестрорецкая ул.
1698;1-й Сетуньский пр.
1699;2-й Сетуньский пр.
1700;3-й Сетуньский пр.
1701;4-й Сетуньский пр.
1702;Сеченовский пер.
1703;Сибирский пр.
1704;Сибиряковская ул.
1705;Сивашская ул.
1706;пер. Сивцев Вражек
1707;Сивяков пер.
1708;Сигнальный пр.
1709;1-й Силикатный пр.
1710;2-й Силикатный пр.
1711;3-й Силикатный пр.
1712;ул. Константина Симонова
1713;Симоновская наб.
1714;ул. Симоновский Вал
1715;Б. Симоновский пер.
1716;Симоновский туп.
1717;Симферопольский бульв.
1718;Симферопольский пр.
1719;Синельниковская ул.
1720;1-я ул. Синичкина
1721;2-я ул. Синичкина
1722;Синявинская ул.
1723;Сиреневый бульв.
1724;Скаковая аллея
1725;Скаковая ул.
1726;Скарятинский пер.
1727;Скатертный пер.
1728;Б. Путинковский пер.
1729;Складочный туп.
1730;Складочная ул.
1731;Скобелевская ул.
1732;Сколковское ш.
1733;Скорняжный пер.
1734;Скотопрогонная ул.
1735;ул. Академика Скрябина
1736;Скрябинский пер.
1737;пл. Славы
1738;Славянская пл.
1739;Славянский бульв.
1740;ул. Слепнёва
1741;Слесарный пер.
1742;Слободской пер.
1743;Смирновская ул.
1744;Смоленская наб.
1745;Смоленская пл.
1746;Смоленская-Сенная пл.
1747;Смоленская ул.
1748;Смоленский бульв.
1749;1-й Смоленский пер.
1750;2-й Смоленский пер.
1751;3-й Смоленский пер.
1752;Смольная ул.
1753;Снайперская ул.
1754;Снежная ул.
1755;М. Кисловский пер.
1756;Соболевский пр.
1757;Тверская пл.
1758;Советская ул.
1759;Советская ул.
1760;Советская ул.
1761;Советская ул.
1762;Советская ул.
1763;ул. Советской Армии
1764;Совхозная ул.
1765;Соймоновский пр.
1766;ул. Столетова
1767;3-я ул. Соколиной Горы
1768;5-я ул. Соколиной Горы
1769;8-я ул. Соколиной Горы
1770;9-я ул. Соколиной Горы
1771;10-я ул. Соколиной Горы
1772;Соколово-Мещерская ул.
1773;ул. Маршала Соколовского
1774;ул. Сокольническая Слободка
1775;1-я Сокольническая ул.
1776;2-я Сокольническая ул.
1777;3-я Сокольническая ул.
1778;4-я Сокольническая ул.
1779;5-я Сокольническая ул.
1780;Сокольнический Павильонный пр.
1781;пр. Сокольнического Круга
1782;ул. Сокольнический Вал
1783;Сокольнический пер.
1784;Сокольническая пл.
1785;Солдатская ул.
1786;Солдатский пер.
1787;Солнечная аллея
1788;Солнечная ул.
1789;Солнечная ул.
1790;Солнечногорская ул.
1791;Солнечногорский пр.
1792;Солнцевский просп.
1793;пл. Соловецких Юнг
1794;ул. Саломеи Нерис
1795;пр. Соломенной Сторожки
1796;ул. Соловьиная Роща
1797;Соловьиный пр.
1798;ул. Солянка
1799;Солянский пр.
1800;Солянский туп.
1801;Сормовская ул.
1802;Сормовский пр.
1803;Сорокин пер.
1804;просп. 40 лет Октября
1805;Сосинская ул.
1806;Сосинский пр.
1807;Сосновая аллея
1808;Сосновая аллея
1809;Сосновая ул.
1810;Сочинская ул.
1811;Союзный просп.
1812;Спартаковская пл.
1813;Спартаковская ул.
1814;Спартаковский пер.
1815;М. Спасоглинищевский пер.
1816;1-й Спасоналивковский пер.
1817;2-й Спасоналивковский пер.
1818;Спасопесковская пл.
1819;Спасопесковский пер.
1820;Б. Спасская ул.
1821;Спасский туп.
1822;ул. Сперанского
1823;Спиридоньевский пер.
1824;Спортивная ул.
1825;Спортивная ул.
1826;Спортивный пр.
1827;ул. Сретенка
1828;пл. Сретенские Ворота
1829;Сретенский бульв.
1830;Сретенский пер.
1831;Сретенский туп.
1832;Ставропольская ул.
1833;Ставропольский пр.
1834;ул. Сталеваров
1835;Стандартная ул.
1836;Леонтьевский пер.
1837;Вознесенский пер.
1838;Станционная ул.
1839;Старая пл.
1840;Староалексеевская ул.
1841;Старобалаклавская ул.
1842;Старобитцевская ул.
1843;Староватутинский пр.
1844;Старогавриковская ул.
1845;Староволынская ул.
1846;Б. Староданиловский пер.
1847;Старокалужское ш.
1848;Старокачаловская ул.
1849;Старокаширское ш.
1850;Старокирочный пер.
1851;Староконюшенный пер.
1852;Старокоптевский пер.
1853;Старокрымская ул.
1854;Старолучанская ул.
1855;Старомарьинское ш.
1856;Старомонетный пер.
1857;Староможайское ш.
1858;Старонародная ул.
1859;Староникольская ул.
1860;Староорловская ул.
1861;Старопанский пер.
1862;Старопетровский пр.
1863;Старопокровский пр.
1864;Старопотаповская ул.
1865;Старосадский пер.
1866;Старослободская ул.
1867;Старослободский пер.
1868;Староспасская ул.
1869;ул. Николая Старостина
1870;Старофилинская ул.
1871;Стартовая ул.
1872;ул. Ст. Гай
1873;ул. Стасовой
1874;Стахановская ул.
1875;1-я Стекольная ул.
1876;Столешников пер.
1877;Столовый пер.
1878;Столярный пер.
1879;пер. Огородная Слобода
1880;Сторожевая ул.
1881;Страстной бульв.
1882;пр. Стратонавтов
1883;Страховская ул.
1884;Стрелецкая ул.
1885;1-й Стрелецкий пр.
1886;2-й Стрелецкий пр.
1887;3-й Стрелецкий пр.
1888;4-й Стрелецкий пр.
1889;Стрельбищенский пер.
1890;Стремянный пер.
1891;Строгановский пр.
1892;Строгинский бульв.
1893;Строгинское ш.
1894;ул. Строителей
1895;Строительный пр.
1896;Стройковская ул.
1897;ул. Стромынка
1898;пр. Стройкомбината
1899;Стромынский пер.
1900;Б. Строченовский пер.
1901;М. Строченовский пер.
1902;Студенецкий пер.
1903;Студёный пр.
1904;Студенческая ул.
1905;Ступинский пр.
1906;Ступинская ул.
1907;1-й Суворовский пер.
1908;Суворовская ул.
1909;Никитский бульв.
1910;ул. Судакова
1911;ул. Маршала Судца
1912;Судостроительная ул.
1913;Суздальская ул.
1914;Суздальский пр.
1915;Сумская ул.
1916;Сумской пр.
1917;ул. Степана Супруна
1918;ул. Сурикова
1919;Сурский пр.
1920;Верх. Сусальный пер.
1921;Нижн. Сусальный пер.
1922;ул. Ивана Сусанина
1923;Сусоколовское ш.
1924;Б. Сухаревский пер.
1925;М. Сухаревский пер.
1926;ул. Авиаконструктора Сухого
1927;Сухонская ул.
1928;Сущёвская ул.
1929;ул. Сущёвский Вал
1930;Сходненская ул.
1931;Сходненский пр.
1932;Сходненский туп.
1933;Съезжинский пер.
1934;Сыромятническая наб.
1935;Верх. Сыромятническая ул.
1936;Нижн. Сыромятническая ул.
1937;Н. Сыромятническая ул.
1938;Сыромятнический пр.
1939;1-й Сыромятнический пер.
1940;2-й Сыромятнический пер.
1941;3-й Сыромятнический пер.
1942;4-й Сыромятнический пер.
1943;Сытинский пер.
1944;Сытинский туп.
1945;Таганрогская ул.
1946;Таганская пл.
1947;Таганская ул.
1948;Тагильская ул.
1949;Таёжная ул.
1950;Таймырская ул.
1951;Тайнинская ул.
1952;ул. Талалихина
1953;ул. Талалихина
1954;Талдомская ул.
1955;Таллинская ул.
1956;Таманская ул.
1957;Тамбовская ул.
1958;пл. Академика Тамма
1959;Таможенный пр.
1960;М. Власьевский пер.
1961;Танковый пр.
1962;ул. Лётчицы Тарасовой
1963;Тарный пр.
1964;Тарусская ул.
1965;Тарутинская ул.
1966;Тарханская ул.
1967;Татарская ул.
1968;Б. Татарский пер.
1969;М. Татарский пер.
1970;ул. Татищева
1971;Ташкентская ул.
1972;Ташкентский пер.
1973;ул. Твардовского
1974;Палисадная ул.
1975;1-я Тверская-Ямская ул.
1976;2-я Тверская-Ямская ул.
1977;3-я Тверская-Ямская ул.
1978;4-я Тверская-Ямская ул.
1979;Тверской бульв.
1980;Тверской пр.
1981;1-й Тверской-Ямской пер.
1982;2-й Тверской-Ямской пер.
1983;Театральная аллея
1984;Театральный пр.
1985;1-я ул. Текстильщиков
1986;7-я ул. Текстильщиков
1987;8-я ул. Текстильщиков
1988;11-я ул. Текстильщиков
1989;пл. Эрнста Тельмана
1990;Архангельский пер.
1991;Тенистый пр.
1992;Тепличный пер.
1993;Теплостанский пр.
1994;ул. Тёплый Стан
1995;ул. Терёшково
1996;Терлецкий пр.
1997;Тессинский пер.
1998;Тетеринский пер.
1999;Технический пер.
2000;Тимирязевская ул.
2001;Тимирязевский пр.
2002;ул. Маршала Тимошенко
2003;Тимуровская ул.
2004;Типографская ул.
2005;пл. Иосипа Броз Тито
2006;ул. Титова
2007;Титовский пр.
2008;Тихая ул.
2009;Тихвинская ул.
2010;Тихвинский пер.
2011;1-й Тихвинский туп.
2012;Тихий туп.
2013;ул. Тихомирова
2014;Б. Тихоновская ул.
2015;М. Тихоновская ул.
2016;Тихорецкий бульв.
2017;Тишинская пл.
2018;Б. Тишинский пер.
2019;М. Тишинский пер.
2020;Ср. Тишинский пер.
2021;Ткацкая ул.
2022;Тобольский пер.
2023;Товарищеская ул.
2024;Товарищеский пер.
2025;Токарная ул.
2026;Токмаков пер.
2027;пр. Толбухина
2028;ул. Толбухина
2029;Б. Толмачёвский пер.
2030;М. Толмачёвский пер.
2031;Ст. Толмачёвский пер.
2032;ул. Спиридоновка
2033;ул. Льва Толстого
2034;Софийская наб.
2035;Тополёвая аллея
2036;Торговая ул.
2037;Третьяковский пр.
2038;ул. Трёхгорный Вал
2039;Б. Трёхгорный пер.
2040;М. Трёхгорный пер.
2041;Ср. Трёхгорный пер.
2042;Трёхпрудный пер.
2043;Трикотажный пр.
2044;Триумфальная пл.
2045;Трифоновская ул.
2046;Трифоновский туп.
2047;Троекуровский пр.
2048;Троилинский пер.
2049;Троицкая ул.
2050;1-й Троицкий пер.
2051;2-й Троицкий пер.
2052;Тропарёвская ул.
2053;ул. Трофимова
2054;Трубецкая ул.
2055;Трубная пл.
2056;Трубная ул.
2057;Трубниковский пер.
2058;Трудовая аллея
2059;Трудовая ул.
2060;1-й пер. Тружеников
2061;2-й пер. Тружеников
2062;3-й пер. Тружеников
2063;ул. Сергия Радонежского
2064;Б. Тульская ул.
2065;М. Тульская ул.
2066;1-й Тульский пер.
2067;2-й Тульский пер.
2068;пл. Туманяна
2069;наб. Академика Туполева
2070;Тупиковая ул.
2071;Тургеневская пл.
2072;Туристская ул.
2073;Туркменский пр.
2074;Турчанинов пер.
2075;ул. Маршала Тухачевского
2076;Тучковская ул.
2077;Тушинская ул.
2078;Тушинская пл.
2079;1-й Тушинский пр.
2080;2-й Тушинский пр.
2081;3-й Тушинский пр.
2082;ул. 1812 Года
2083;ул. 1905 Года
2084;ул. Генерала Тюленева
2085;Тюльпанная ул.
2086;Тюменская ул.
2087;Тюменский пр.
2088;ул. Тюрина
2089;Тютчевская аллея
2090;ул. Тюфелева Роща
2091;Угличская ул.
2092;Угловой пер.
2093;Уваровский пер.
2094;Угрешская ул.
2095;1-й Угрешский пр.
2096;2-й Угрешский пр.
2097;3-й Угрешский пр.
2098;ул. Удальцова
2099;Узкий пер.
2100;ул. Леси Украинки
2101;Украинский бульв.
2102;Уланский пер.
2103;Новопесчаная ул.
2104;ул. Дмитрия Ульянова
2105;ул. Марии Ульяновой
2106;Николоямская ул.
2107;Землянский пер.
2108;Университетская пл.
2109;Университетский просп.
2110;Упорный пер.
2111;Уральская ул.
2112;Уржумская ул.
2113;Усачёва ул.
2114;Усачёвский пер.
2115;ул. Усиевича
2116;ул. Авиаконструктора Яковлева
2117;Успенский пер.
2118;Уссурийская ул.
2119;Осенний бульв.
2120;Устьинская наб.
2121;Устьинский пр.
2122;ул. Уткина
2123;Утренняя ул.
2124;Ухтомская ул.
2125;Ухтомский пер.
2126;ул. Ухтомского Ополчения
2127;Учебный пер.
2128;Учинская ул.
2129;бульв. Адмирала Ушакова
2130;ул. Фабрициуса
2131;Фабричная ул.
2132;Фабричный пр.
2133;ул. Фадеева
2134;Б. Факельный пер.
2135;М. Факельный пер.
2136;Факультетский пер.
2137;Фалеевский пер.
2138;Фармацевтический пр.
2139;Федеративный просп.
2140;ул. Константина Федина
2141;ул. Маршала Федоренко
2142;ул. Фёдорова
2143;Федоскинская ул.
2144;ул. Федосьино
2145;М. Николопесковский пер.
2146;Феодосийская ул.
2147;Ферганская ул.
2148;Ферганский пр.
2149;ул. Ферсмана
2150;Фестивальная ул.
2151;Фигурный пер.
2152;Физкультурный пр.
2153;Филёвская наб.
2154;Филёвский бульв.
2155;Б. Филёвская ул.
2156;М. Филёвская ул.
2157;2-я Филёвская ул.
2158;3-я Филёвская ул.
2159;Фирсановское ш.
2160;Флотская ул.
2161;ул. Фомичёвой
2162;ул. Фонвизина
2163;ул. Братьев Фонченко
2164;Фортунатовская ул.
2165;ул. Фотиевой
2166;ул. Ивана Франко
2167;ш. Фрезер
2168;пр. Фрезер
2169;1-я Фрезерная ул.
2170;2-я Фрезерная ул.
2171;Фролов пер.
2172;Фруктовая ул.
2173;ул. Знаменка
2174;ул. Тимура Фрунзе
2175;Фрунзенская наб.
2176;1-я Фрунзенская ул.
2177;2-я Фрунзенская ул.
2178;3-я Фрунзенская ул.
2179;Фрязевская ул.
2180;Фуркасовский пер.
2181;Нащокинский пер.
2182;Фурманный пер.
2183;ул. Юлиуса Фучика
2184;Хавская ул.
2185;Халтуринская ул.
2186;Халтуринский пр.
2187;ул. Хамовнический Вал
2188;2-я Хапиловская ул.
2189;Б. Харитоньевский пер.
2190;Харьковская ул.
2191;Харьковский пр.
2192;ул. Хачатуряна
2193;Хвалынский бульв.
2194;Хвойная ул.
2195;1-й Хвостов пер.
2196;2-й Хвостов пер.
2197;Херсонская ул.
2198;Хибинский пр.
2199;Хилков пер.
2200;Химкинский бульв.
2201;ул. Николая Химушина
2202;Хлебников пер.
2203;Хлебный пер.
2204;Хлебобулочный пр.
2205;Хлебозаводский пр.
2206;ул. Хлобыстова
2207;Хлыновский туп.
2208;Пушкарёв пер.
2209;ул. Маросейка
2210;пл. Хо Ши Мина
2211;Хованская ул.
2212;Ходынская ул.
2213;Ходынский бульв.
2214;1-й Ходынский пр.
2215;2-й Ходынский пр.
2216;3-й Ходынский пр.
2217;4-й Ходынский пр.
2218;Холмогорская ул.
2219;Холодильный пер.
2220;пер. Хользунова
2221;Хомутовский туп.
2222;Хордовый пр.
2223;Хоромный туп.
2224;3-я Хорошёвская ул.
2225;1-й Хорошёвский пр.
2226;2-й Хорошёвский пр.
2227;3-й Хорошёвский пр.
2228;Хорошёвский туп.
2229;1-я линия Хорошёвского Серебряного Бора
2230;2-я линия Хорошёвского Серебряного Бора
2231;3-я линия Хорошёвского Серебряного Бора
2232;4-я линия Хорошёвского Серебряного Бора
2233;Хорошёвское ш.
2234;ул. Академика Хохлова
2235;ул. Верх. Хохловка
2236;Хохловская пл.
2237;Хохловский пер.
2238;ул. Хромова
2239;Хрустальный пер.
2240;Хрущёвский пер.
2241;Камергерский пер.
2242;1-я Хуторская ул.
2243;2-я Хуторская ул.
2244;1-й Хуторской пер.
2245;2-й Хуторской пер.
2246;3-й Хуторской пер.
2247;4-й Хуторской пер.
2248;Хотьковская ул.
2249;ул. Цандера
2250;ул. Константина Царёва
2251;Цариков пер.
2252;Цветной бульв.
2253;Цветной пер.
2254;Цветочный пр.
2255;Центральная пл.
2256;Центральная ул.
2257;Центральная ул.
2258;Центральная ул.
2259;Центросоюзный пер.
2260;Центральная ул.
2261;Центральный пр. Хорошёвского Серебряного Бора
2262;Центральный просп.
2263;ул. Клары Цеткин
2264;ул. Церковная Горка
2265;Цимлянская ул.
2266;ул. Циолковского
2267;ул. Цюрупы
2268;ул. ЦНИИМЭ
2269;ул. ЦНИИМОД
2270;Чагинская ул.
2271;ул. Лизы Чайкиной
2272;Новинский бульв.
2273;ул. Чапаева
2274;Чапаевский пер.
